chemin, class, classe_LOC, classe_CLOC, classe_DC
, C:\jfreechart-master\src\main\java\org\jfree\chart\util\DefaultShadowGenerator.java, DefaultShadowGenerator, 126, 284, 2.25
, C:\jfreechart-master\src\main\java\org\jfree\chart\util\DirectionalGradientPaintTransformer.java, DirectionalGradientPaintTransformer, 77, 125, 1.62
, C:\jfreechart-master\src\main\java\org\jfree\chart\util\ExportUtils.java, ExportUtils, 99, 211, 2.13
, C:\jfreechart-master\src\main\java\org\jfree\chart\util\GradientPaintTransformer.java, GradientPaintTransformer, 41, 47, 1.15
, C:\jfreechart-master\src\main\java\org\jfree\chart\util\GradientPaintTransformType.java, GradientPaintTransformType, 33, 40, 1.21
, C:\jfreechart-master\src\main\java\org\jfree\chart\util\package-info.java, package-info, 3, 4, 1.33
, C:\jfreechart-master\src\main\java\org\jfree\chart\util\PaintAlpha.java, PaintAlpha, 225, 355, 1.58
, C:\jfreechart-master\src\main\java\org\jfree\chart\util\ShadowGenerator.java, ShadowGenerator, 61, 68, 1.11
, C:\jfreechart-master\src\main\java\org\jfree\chart\util\StandardGradientPaintTransformer.java, StandardGradientPaintTransformer, 77, 156, 2.03
, C:\jfreechart-master\src\main\java\org\jfree\chart\util\StringUtils.java, StringUtils, 62, 87, 1.4
